症状,草药
[308],"[599, 662, 666, 1049, 1056, 1067, 1132]"
[165],"[853, 858, 1042, 1043, 1165]"
[369],"[427, 817, 865, 947, 953, 958, 1041, 1044, 1056]"
[294],"[865, 880, 912, 913, 1041, 1067]"
"[211, 274]","[423, 865, 936, 950, 961, 963, 1041, 1044, 1049, 1056, 1151]"
"[138, 236, 242, 344]","[479, 489, 535, 593, 598, 600, 620, 654, 812, 813, 865, 868, 875, 880, 898, 912, 913, 936, 994, 996, 1001, 1039, 1041, 1044, 1067, 1182]"
[227],"[537, 1095]"
[253],"[427, 456, 831, 944, 947, 953, 958, 964]"
"[208, 257, 376]",[599]
[52],[941]
"[308, 338]","[805, 817, 857, 865, 944, 1044, 1049, 1090, 1120, 1171]"
"[369, 389]","[865, 953, 954, 979, 1101]"
[208],"[499, 601, 602, 643, 644, 646, 654, 812, 817, 936, 943, 994]"
[293],"[536, 602, 644, 646, 654, 817, 943, 1056, 1081]"
[264],"[417, 620, 643, 777, 812, 817, 915, 936, 943, 994, 995, 1039]"
[236],"[499, 528, 646, 943, 987]"
[312],"[937, 943, 1089]"
"[283, 286, 357]","[598, 643, 644, 653, 867, 880, 943]"
[227],[943]
[346],"[643, 652, 653, 815, 828, 867, 880, 894, 909, 915, 936, 943, 945, 994, 1023, 1039, 1056, 1065, 1067]"
[208],"[602, 777, 817, 936, 943, 1031, 1049, 1056]"
[236],"[417, 418, 499, 528, 601, 646, 817, 867, 915, 936, 943, 1093]"
[271],[943]
"[271, 354]","[942, 943, 1110]"
"[217, 246]","[907, 915, 943, 978, 1001, 1031, 1135]"
[242],"[805, 862, 865, 928, 943, 1044]"
"[286, 306]","[602, 713, 943, 994, 995]"
[312],"[602, 633, 643, 812, 817, 915, 936, 943, 994, 1039, 1043, 1056, 1081]"
[312],"[817, 819, 937, 943, 1030, 1056]"
[283],"[602, 777, 867, 894, 943]"
[312],"[601, 816, 836, 841, 932, 939, 943, 994, 1023, 1045, 1049, 1056, 1089, 1097, 1165]"
[312],"[937, 943]"
[312],"[601, 665, 777, 839, 847, 936, 943, 1023, 1049, 1086, 1095]"
"[259, 266, 293]","[528, 602, 666, 839, 908, 934, 936, 943, 1153]"
[293],"[536, 602, 936, 943, 994, 1045, 1060]"
[312],"[817, 819, 937, 943, 1030, 1056]"
[312],"[817, 894, 937, 943, 1189]"
[314],"[601, 602, 643, 868, 915, 936, 943, 994, 1056]"
[283],"[602, 608, 666, 936, 943, 1042, 1049, 1056]"
[312],[943]
[389],"[422, 531, 817, 831, 834, 835, 893, 894, 947, 953, 1039, 1049, 1090, 1100]"
"[303, 308]","[827, 873, 876, 907, 912, 987]"
[346],"[936, 1049, 1078, 1100, 1165]"
[369],"[912, 1182]"
[312],"[817, 862, 986, 1047]"
[165],"[489, 561, 865, 912, 913, 1065]"
[271],[864]
[348],"[834, 882, 995, 1045, 1049, 1056, 1095]"
"[286, 367]","[862, 907, 912, 913, 1095]"
[217],"[545, 864, 1090, 1095, 1103]"
[210],"[906, 1042]"
[306],"[858, 912]"
[306],[862]
"[274, 283, 349, 357]","[683, 834, 1049, 1090, 1100]"
"[241, 276, 306, 357]","[598, 656, 828, 832, 867, 880, 882, 894, 995, 1001, 1023, 1049, 1113]"
[237],"[650, 1056, 1107, 1190]"
[259],"[1078, 1081]"
[383],[872]
[372],[825]
[192],"[682, 762, 964, 1145, 1148]"
[383],[824]
"[147, 160]","[629, 645, 915, 934, 958, 1001]"
[246],"[826, 1166]"
[262],"[832, 882]"
[253],"[662, 739, 817, 819, 841, 907, 1067, 1119, 1171]"
"[211, 308, 369]","[427, 865, 894, 936, 953, 958, 1033, 1044, 1056, 1151]"
[389],"[535, 928, 938, 962, 1032, 1039, 1041, 1056]"
"[369, 389]","[427, 479, 489, 529, 912, 913, 953, 1044, 1174]"
[369],"[529, 739, 815, 862, 882, 912, 947, 1041, 1049, 1120, 1163]"
[369],"[739, 805, 862, 865, 963, 1041]"
[253],"[427, 813, 936, 1044, 1045, 1091]"
[389],"[456, 739, 805, 857, 944, 961, 963, 1039, 1049, 1078]"
"[367, 369]","[794, 817, 831, 834, 839, 862, 947, 1049, 1119]"
"[306, 308, 367]","[428, 835, 944, 953, 1044, 1049, 1090, 1119]"
[202],[890]
"[299, 367]","[420, 942, 1049, 1066]"
"[236, 290]","[1023, 1049]"
[314],[890]
[363],[890]
[389],"[456, 805, 989, 1039, 1044, 1056, 1089]"
[325],"[846, 987, 989]"
[325],"[846, 987, 989]"
[389],[865]
[367],"[862, 1089]"
[299],"[539, 1049]"
[306],[1049]
[217],"[583, 1090, 1100]"
[306],[1049]
[253],"[427, 436, 831, 986, 994]"
[348],"[953, 994]"
[330],"[979, 1135, 1174]"
[352],[936]
[193],"[598, 880, 927, 979, 1174]"
[367],[831]
[274],"[862, 912, 913]"
[197],"[1009, 1100, 1191]"
[363],"[598, 828, 994, 995, 1023]"
[312],"[813, 936, 1089]"
[193],"[420, 666, 813, 936, 1035, 1049, 1056, 1066, 1089]"
[314],"[511, 602, 616, 676, 834, 846, 1049, 1089]"
[262],"[855, 865, 961, 1007, 1049]"
[271],[992]
[309],[992]
[308],"[805, 862, 865, 1044, 1120, 1174]"
[367],"[831, 834, 1049, 1056]"
[367],"[831, 834, 925, 1049]"
[389],"[739, 805, 820, 964, 1043, 1056]"
[28],"[438, 531, 541, 569, 633, 819, 907, 945, 1049, 1093, 1094, 1100]"
[367],"[475, 958, 1049]"
[349],"[427, 813, 817, 865, 936, 947, 953, 1044, 1049, 1056]"
[312],"[813, 936, 1089]"
[325],"[915, 958, 978, 987, 989, 1100]"
[389],"[964, 1049, 1100, 1119]"
[329],"[936, 953, 958, 1044, 1091]"
[242],"[427, 436, 602, 817, 862, 865, 947, 958, 994, 995, 1061, 1067, 1091, 1101]"
[369],"[907, 958, 994, 1091]"
[274],"[777, 817, 819, 820, 834, 837, 907, 947, 1049, 1067, 1095, 1149]"
[369],"[953, 1049]"
[312],"[539, 907, 987, 1030, 1039, 1067, 1078, 1091, 1153]"
[363],[1091]
[389],"[964, 1049, 1100, 1119]"
[179],"[531, 629, 762, 806, 817, 819, 827, 897, 907, 936, 945, 964, 1031, 1067, 1091, 1093, 1132]"
[236],"[531, 806, 817, 819, 827, 907, 936, 945, 1049, 1067, 1091, 1159]"
[369],"[907, 958, 994, 1091]"
"[94, 269, 363]","[606, 832, 901, 995, 1049]"
[94],"[606, 1016, 1049]"
[367],"[511, 1011, 1016, 1056]"
"[165, 363]","[602, 812, 827, 910, 994, 1001, 1039, 1049, 1056, 1067, 1095, 1122]"
[236],"[832, 897, 1045, 1056, 1060, 1066]"
"[337, 363]","[629, 646, 655, 907, 936, 1045, 1056, 1060, 1067, 1159]"
[337],"[418, 420, 601, 629, 645, 646, 655, 813, 907, 936, 1030, 1045, 1056, 1060, 1067, 1191]"
[314],"[574, 826, 904, 1056, 1060, 1065, 1066, 1067]"
[299],[698]
[299],[865]
[382],[938]
"[94, 269, 363]","[606, 832, 901, 995, 1049]"
[367],"[511, 1011, 1016, 1056]"
[337],"[418, 420, 601, 629, 645, 646, 655, 813, 907, 936, 1030, 1045, 1056, 1060, 1067, 1191]"
[211],"[456, 483, 1093]"
"[88, 197, 262, 348, 367]","[493, 865, 866, 898, 912, 913, 928, 953, 956, 972, 991, 1042, 1182]"
"[88, 348, 363, 367]","[590, 967, 979, 1031, 1049, 1067, 1095, 1119, 1138, 1148, 1189, 1191]"
[175],"[864, 865, 912, 913, 928, 1181]"
[262],"[865, 868, 928]"
[197],"[605, 619, 828, 857, 862, 912, 913, 928, 965, 1067, 1095, 1122, 1138, 1182]"
[88],"[484, 774, 841, 1095]"
[175],"[544, 967, 1001, 1031, 1067, 1119]"
[262],"[865, 868, 928]"
[88],"[484, 774, 841, 1095]"
"[246, 257, 314, 333, 349, 353]","[791, 813, 936, 1030, 1045, 1048, 1067]"
[156],"[418, 865, 898, 934, 994, 1001, 1045, 1049, 1056]"
[156],"[436, 598, 601, 817, 936, 947, 1000, 1001, 1030, 1045, 1049, 1056, 1067]"
[369],"[1023, 1030, 1049, 1056]"
[369],[1045]
[120],"[776, 933, 1049]"
[314],"[586, 644, 994]"
[370],"[837, 880, 1119, 1138, 1153]"
[144],"[816, 1090, 1165]"
[144],"[1090, 1165]"
[144],"[912, 958, 1148, 1165]"
[144],"[879, 906, 912, 1165]"
[144],"[910, 1031, 1148, 1165]"
[325],"[913, 1090, 1148, 1165]"
[227],"[820, 839, 964, 1049, 1101, 1119, 1138, 1148, 1149]"
[227],"[820, 839, 964, 1049, 1101, 1119, 1122, 1130, 1149, 1159]"
[227],"[820, 839, 964, 987, 1049, 1101, 1119, 1138, 1148, 1149]"
[262],"[815, 937, 961, 964, 1119, 1148, 1149, 1153, 1167]"
[262],"[850, 868, 908, 1132, 1148, 1149, 1153]"
"[262, 290, 348]","[820, 839, 964, 1049, 1101, 1119, 1138, 1149, 1159]"
"[306, 367]","[836, 964, 1089, 1101, 1149]"
[65],"[806, 833, 1149]"
[262],"[1098, 1149]"
"[306, 367]","[836, 964, 1089, 1101, 1149]"
[306],"[964, 1089, 1101, 1149, 1175]"
[293],"[602, 832, 834, 1056, 1078]"
[198],"[715, 854, 864, 866, 883, 925, 972, 979, 995, 999, 1090]"
[88],"[493, 853, 854, 856, 862, 865, 912, 913, 953, 954, 958, 987, 1044, 1182]"
[65],"[806, 833, 1149]"
"[308, 328]","[671, 783, 805, 857, 862, 864, 912, 913, 1031, 1049, 1119]"
"[197, 262]","[593, 619, 704, 866, 912, 913, 928, 972, 1042, 1181, 1182]"
[367],[431]
[367],[1075]
[29],"[1075, 1119]"
[367],[1190]
"[367, 387]",[1089]
[138],"[440, 817, 864, 936, 979, 1049, 1067, 1090, 1101, 1162]"
[138],"[440, 817, 864, 936, 979, 1049, 1067, 1090, 1101, 1162]"
[389],"[440, 1044]"
[375],"[511, 839]"
[269],"[832, 880, 882, 927, 996, 1108, 1113, 1135]"
[319],"[489, 832, 867, 882, 927, 936, 1108, 1135]"
"[274, 369, 389]","[486, 805, 1120, 1174]"
[389],"[436, 831, 865, 938, 1023, 1120]"
[319],"[489, 832, 867, 882, 927, 936, 1108, 1135]"
[274],"[834, 961, 1045, 1174]"
"[246, 363]","[827, 832, 882, 897, 933, 934, 935, 1028, 1045]"
[175],"[856, 928, 1165]"
[197],"[912, 913]"
[259],"[436, 537, 666, 818, 831, 833, 1033, 1056, 1120, 1167]"
[197],"[912, 913]"
[389],[962]
"[208, 274, 315]","[540, 550, 865, 962, 1120]"
[369],"[436, 489, 962, 994]"
[389],"[436, 862, 962, 1044]"
[274],"[772, 857, 961, 962]"
[274],"[772, 857, 962, 1163]"
[271],"[864, 962]"
[271],"[864, 962, 1181]"
[151],[826]
[306],[826]
[130],"[586, 888, 1015]"
[151],[826]
[377],"[418, 499, 602, 652, 987, 1030]"
[130],"[586, 888, 1015]"
[377],"[418, 499, 602, 652, 987, 1030]"
[363],"[894, 897, 1049]"
[236],"[593, 598, 857, 1067]"
"[94, 269]","[426, 586, 598, 826, 828, 832, 901, 994, 995, 1011, 1023]"
"[286, 354]","[586, 593, 907, 995, 1042, 1045, 1159]"
[306],"[826, 831, 832, 936, 1049]"
"[94, 269]","[426, 586, 598, 826, 828, 832, 901, 994, 995, 1011, 1023]"
[60],"[489, 491, 894, 906, 907, 1048, 1067]"
[306],"[826, 831, 832, 936, 1049]"
"[203, 306]","[824, 831, 898, 1056]"
[236],"[867, 880, 907, 964, 1049, 1067, 1090, 1119, 1132, 1135, 1148, 1159]"
"[29, 283, 328]",[1078]
[389],"[832, 907, 934, 936, 1030, 1045, 1049, 1067]"
[241],"[827, 831, 832, 839, 857, 897, 907, 936, 1028, 1030, 1049, 1132]"
[382],"[499, 907, 937, 964, 1031, 1049]"
[337],"[602, 645, 665, 811, 936, 1039, 1056]"
"[222, 306, 312, 314, 339]","[817, 834, 857, 914, 938, 958, 964, 1030, 1049, 1067, 1090, 1091, 1100, 1119, 1132, 1148, 1165]"
[304],"[994, 1045, 1049]"
[85],"[442, 894, 933, 1049, 1078, 1081, 1082]"
[293],"[907, 1000, 1049, 1056, 1067, 1159]"
[376],"[645, 666, 894, 907, 1049, 1056, 1067, 1159]"
[363],"[907, 1000, 1030, 1056, 1067]"
[363],"[857, 994, 995, 1042, 1049, 1056]"
"[367, 376]","[645, 666, 831, 836, 936, 987, 994, 1039, 1049, 1056, 1067, 1159]"
[363],"[907, 1000, 1030, 1056, 1067]"
[363],"[857, 994, 995, 1042, 1049, 1056]"
[267],"[559, 671, 849, 850, 893, 908, 909, 910, 1067, 1085]"
"[14, 266]","[593, 602, 643, 666, 777, 817, 831, 839, 943, 1023, 1039, 1042, 1047, 1049, 1056, 1067, 1159]"
[314],"[602, 666, 934, 936, 964, 1023, 1039, 1042, 1047, 1049, 1056, 1067]"
[259],"[570, 602, 1016]"
[138],"[816, 817, 925, 979, 983, 987, 994, 1001, 1059, 1067, 1110, 1159]"
[246],"[463, 828, 831, 832, 834, 867, 880, 894, 897, 936, 1001, 1023, 1049, 1056]"
[217],"[834, 846, 1049, 1100, 1189]"
[387],"[894, 964, 995, 1045, 1049, 1056]"
[274],"[841, 894, 936, 964, 965, 1049, 1165]"
[10],"[816, 818, 820, 964, 1049, 1056, 1067, 1089, 1101, 1165]"
[202],"[424, 815, 897, 907, 1028, 1030, 1132]"
"[236, 308]","[820, 915, 1067]"
"[236, 308]","[643, 1067]"
"[80, 276]","[818, 1119]"
"[80, 222]","[818, 1119]"
[358],"[815, 831, 1030, 1039, 1049, 1067, 1132]"
[389],"[811, 920, 1171]"
[175],"[424, 440, 515, 569, 570, 817, 915, 947, 1067, 1095, 1148]"
[367],"[427, 831, 853, 953, 958, 987]"
[247],"[448, 831, 832, 833, 839, 880, 882, 936, 1049, 1132]"
[164],"[831, 835, 839, 1049]"
"[286, 295, 306]","[675, 830, 833, 834, 837, 894, 936, 1049, 1067, 1167]"
[367],"[429, 430, 445, 448, 739, 834, 867, 1049, 1119]"
[299],"[676, 813, 1056, 1089, 1126]"
[71],"[662, 1023]"
[299],"[662, 902]"
[299],"[906, 936]"
[271],[956]
"[193, 246]","[867, 868, 880, 912, 913, 1041]"
"[254, 354]","[475, 827, 867, 882, 936, 995, 1001, 1049, 1108, 1113]"
[247],"[448, 831, 832, 833, 839, 880, 882, 936, 1049, 1132]"
[14],"[931, 938, 939, 1049]"
"[14, 246]","[608, 925, 934, 938, 939, 964, 1119]"
[80],"[814, 931, 938, 939]"
[308],"[666, 857, 937, 939, 1049]"
[80],"[499, 938, 939, 967, 1175]"
[80],"[507, 522, 937, 938, 939]"
[299],"[676, 813, 1056, 1089, 1126]"
[80],"[936, 937, 938, 939, 964, 1067, 1159]"
"[123, 375]","[398, 475, 521, 548, 569, 586, 699, 837, 857, 867, 938, 939, 971, 1049, 1067, 1113, 1119]"
[80],"[931, 938, 939, 1119, 1132, 1153]"
[266],"[499, 522, 894, 936, 937, 939, 964, 1031, 1189]"
[375],"[915, 934, 937, 939, 1049]"
[299],"[641, 665, 666, 671, 704, 1043]"
[95],"[629, 824, 828, 832, 1023, 1045, 1056, 1067]"
[367],"[815, 834, 942, 983, 994, 1049, 1056, 1167, 1173]"
[293],"[1049, 1066]"
[383],"[653, 867, 880, 913, 919, 942, 995, 1113]"
[147],"[942, 994, 1029, 1049, 1056, 1119, 1130]"
"[283, 348]","[942, 1029, 1049]"
"[14, 222, 314]","[815, 832, 915, 942, 1067]"
"[57, 147, 342]","[907, 910, 942, 1030, 1031, 1041, 1045, 1066, 1067, 1078, 1084, 1130]"
"[208, 309]","[815, 919, 936, 942, 1029, 1045, 1049, 1067, 1119, 1165]"
"[286, 363]","[891, 919, 942, 1113, 1174]"
"[308, 328]","[829, 1016, 1049]"
"[196, 211]","[599, 812, 865, 1039, 1045, 1056, 1067]"
[322],"[424, 815, 832, 936, 1028, 1030, 1045]"
"[303, 328]","[771, 839, 1078, 1081, 1148, 1167]"
[372],"[499, 602, 633, 645, 646, 868, 1081]"
[294],"[535, 600, 602, 934, 986, 995, 1039, 1042, 1043, 1049, 1056, 1060, 1067, 1081]"
"[57, 211, 303, 315]","[857, 958, 964, 965, 1090, 1091, 1132, 1165, 1167]"
[217],"[511, 834, 846, 1049, 1100]"
"[274, 283]","[683, 832, 834, 857, 958, 964, 1049, 1091, 1119, 1120, 1132, 1148]"
"[88, 144]","[683, 749, 857, 958, 964, 1090, 1100, 1107, 1125, 1148]"
[349],"[731, 815, 936, 1030, 1056, 1078, 1167]"
"[85, 211, 266, 303]","[831, 839, 847, 938]"
"[203, 214]","[438, 479, 586, 831, 868, 897]"
[165],"[965, 1159]"
[231],"[549, 857, 901, 1066]"
[94],"[894, 1049]"
[352],"[601, 897, 965, 967, 995, 1030, 1045, 1132]"
[94],"[894, 1049]"
[344],"[645, 662, 901, 904, 907, 1067, 1159]"
[352],"[601, 897, 965, 967, 995, 1030, 1045, 1132]"
[206],[858]
[206],"[853, 903]"
[363],[1191]
[156],"[805, 852, 865]"
[325],[866]
[325],"[958, 1090]"
[262],"[862, 866]"
[325],"[958, 1090]"
[197],"[866, 1097]"
[325],"[862, 866]"
[197],"[865, 886, 906]"
"[308, 367]","[1016, 1049, 1165]"
[325],"[886, 1049, 1095]"
"[211, 389]",[1143]
[312],[987]
[312],"[815, 834, 836, 894, 907, 964, 965, 1049, 1159, 1165, 1167]"
"[148, 244, 290, 313]","[530, 815, 882, 964, 1067, 1120, 1163, 1171]"
[312],"[456, 815, 817, 820, 936, 1045, 1049, 1056, 1067, 1100]"
[312],"[456, 815, 817, 820, 835, 1056, 1067, 1100]"
"[147, 349]","[794, 880, 882, 948, 1001, 1108, 1119]"
[306],"[948, 995, 1175]"
[254],"[887, 1005]"
[312],"[456, 815, 817, 820, 835, 1056, 1067, 1100]"
[312],[994]
[299],"[876, 893, 915, 1067, 1114, 1119]"
[165],"[587, 994, 995, 1061]"
[165],"[587, 994, 995, 1061]"
"[206, 286, 344, 372]",[897]
"[211, 369]","[436, 532, 953, 954, 958, 1044, 1095]"
"[211, 369]","[436, 532, 805, 817, 820, 846, 865, 953, 954, 958, 1035, 1042, 1044, 1089, 1095, 1119, 1171]"
[389],"[436, 912, 1044]"
"[286, 306]","[424, 832, 898, 1023, 1049]"
"[211, 369]","[424, 832, 867, 898, 1023, 1049]"
"[306, 372]","[436, 958]"
[246],"[602, 831, 839, 936, 995, 1011, 1049]"
[227],"[682, 762, 911, 966, 1003, 1091, 1095, 1100, 1148]"
[341],[967]
[227],"[682, 762, 911, 966, 1003, 1091, 1095, 1100, 1148]"
[262],"[486, 862, 865, 912, 913, 1042, 1095, 1181]"
[341],"[530, 597, 686, 824, 873, 994, 1043]"
[138],"[570, 817, 819, 947, 982, 983]"
[266],"[456, 475, 489, 893, 912, 913, 1031, 1039, 1043, 1067]"
"[130, 294, 354]","[479, 535, 593, 600]"
[344],"[489, 600, 912, 913, 1044]"
[325],"[816, 969, 987]"
"[329, 338]","[474, 880, 994, 995, 1049]"
[253],"[819, 914, 953, 954, 958, 1090, 1101]"
"[269, 306, 363]","[826, 832, 875, 882, 898, 907, 920, 996, 1001, 1023, 1049, 1095]"
[237],"[868, 1120, 1151]"
"[269, 306, 363]","[826, 832, 875, 882, 898, 907, 920, 996, 1001, 1023, 1049, 1095]"
[367],"[438, 442, 511, 539, 602, 665, 666, 676, 834, 835, 842, 846, 864, 899, 936, 964, 1011, 1066, 1089, 1090, 1151, 1167]"
[367],"[759, 899, 1090, 1120, 1151]"
[367],"[539, 833, 897, 1011, 1089, 1120]"
[367],"[834, 899, 1049, 1090, 1181]"
[367],"[671, 899, 936, 1035, 1049, 1090]"
[367],[997]
"[299, 367]","[676, 834, 846, 927, 1023, 1190]"
[188],"[759, 865, 1151]"
[259],"[783, 818, 826, 871, 873, 886, 898, 899, 1049, 1078, 1090, 1151, 1181]"
"[259, 266, 283, 328]","[1049, 1090, 1151, 1165]"
[367],"[676, 1049, 1089, 1095]"
[367],"[434, 666, 676, 805, 1016, 1067, 1151, 1153, 1167]"
"[52, 325]","[954, 979, 994]"
[10],"[427, 436, 479, 953, 994, 1023]"
"[81, 236, 286, 348, 385]","[817, 862, 953, 958, 979, 994, 1044, 1095, 1098, 1101]"
[286],[858]
[306],"[815, 831, 964, 1023, 1049, 1056, 1120]"
[306],"[824, 826, 1045]"
[367],"[893, 928, 1049, 1119]"
"[266, 344, 372]","[479, 535, 600, 654, 812, 906, 994, 1066, 1067, 1182]"
[306],"[586, 831, 948, 1023, 1120, 1171]"
[307],"[652, 813, 857, 936, 1039, 1049, 1056]"
[389],"[862, 961, 1032, 1044, 1056, 1119]"
[195],[1046]
[306],"[586, 831, 948, 1023, 1120, 1171]"
[363],"[548, 867, 969, 1105]"
[246],"[500, 519, 925, 1049]"
[367],"[519, 834, 1049]"
[200],"[427, 853, 953, 958]"
[274],"[819, 831, 947, 958, 1044, 1067]"
"[253, 389]","[436, 794, 865, 880, 898, 912, 928, 938, 953, 1120]"
[369],"[831, 986, 994]"
[369],"[953, 958, 1056]"
[312],"[451, 1174]"
[369],"[928, 953, 1090]"
[369],"[436, 865, 912, 954, 958, 1044]"
"[217, 236, 282, 367]","[436, 616, 816, 817, 831, 880, 882, 907, 947, 958, 1023]"
[138],"[427, 436, 817, 831, 865, 947, 953, 979]"
[346],"[990, 1056]"
"[217, 236, 282, 367]","[436, 616, 816, 817, 831, 880, 882, 907, 947, 958, 1023]"
[80],[941]
[389],[1044]
[363],"[862, 954, 994, 995, 1001, 1147, 1174]"
[348],"[528, 817, 819, 947, 983, 987, 1001, 1049, 1093, 1098]"
"[211, 367]","[683, 749, 805, 817, 857, 864, 884, 910, 963, 1030, 1031, 1049, 1090, 1100, 1148]"
"[193, 211, 232, 274, 305, 308, 309]","[805, 819, 862, 909, 912, 913, 963, 1041, 1044, 1049, 1093, 1120, 1153, 1161]"
[376],"[601, 602, 643, 666, 965, 1045, 1056, 1067]"
"[211, 253]","[528, 831, 944, 948, 958, 1044, 1090, 1120, 1171]"
[389],"[535, 805, 862, 925, 936, 1039, 1056, 1119, 1138, 1159]"
[147],"[535, 620, 666, 805, 817, 831, 834, 836, 855, 908, 934, 936, 983, 986, 987, 995, 1039, 1045, 1047, 1049, 1056, 1067, 1110, 1119, 1138, 1159, 1165]"
[389],"[805, 831, 834, 936, 987, 994, 995, 1056, 1130]"
[308],"[666, 846, 964, 1032, 1049, 1056]"
[308],"[739, 805, 865, 961, 1032, 1044, 1119]"
[389],"[535, 805, 862, 925, 1030, 1039, 1056, 1119, 1138]"
[369],"[805, 862, 961, 1032, 1044, 1056, 1119]"
[196],"[456, 666, 936, 1039, 1056]"
[266],"[805, 865, 961, 1032, 1039, 1056]"
[389],"[865, 919, 1056]"
[210],"[964, 1049, 1100, 1119, 1132, 1159]"
[389],"[666, 820, 961, 964, 1032, 1119, 1132]"
[389],"[805, 817, 936, 953, 1032, 1041, 1044, 1056]"
[367],"[862, 865, 953, 1044, 1174]"
[210],"[499, 1119]"
"[369, 389]","[785, 805, 817, 865, 956, 963, 1044, 1101]"
[389],"[805, 817, 953, 1032, 1041, 1044, 1056]"
"[266, 389]","[862, 865, 1039, 1041]"
"[369, 389]","[785, 805, 817, 865, 956, 963, 1044, 1101]"
[389],"[456, 805, 857, 1039, 1067]"
"[208, 299]","[593, 599, 620, 645, 665, 666, 817, 842, 936, 937, 1039, 1044, 1045, 1049, 1056]"
"[276, 376]",[853]
"[151, 206, 208, 299, 389]","[599, 602, 620, 645, 1039, 1044, 1056]"
[389],"[479, 865]"
"[206, 299]","[456, 602, 655, 813, 915, 936, 1032, 1039, 1056]"
"[151, 206, 208, 299, 389]","[599, 602, 620, 645, 1039, 1044, 1056]"
[389],"[479, 865]"
[245],[1042]
[389],"[862, 925, 1039, 1044, 1056, 1119]"
[135],"[629, 915, 934, 994, 1001]"
"[274, 367]","[427, 817, 1049, 1090]"
"[306, 308, 328, 367, 389]","[739, 835, 944, 953, 1049, 1090, 1119]"
[376],"[817, 994, 1045, 1159]"
"[208, 376]","[593, 597, 602, 620, 817, 1030, 1042, 1043, 1045, 1067]"
[286],"[898, 1113]"
"[41, 389]","[456, 533, 781, 805, 893, 936, 1039, 1044, 1049, 1050, 1078]"
[274],"[427, 436, 862, 865, 893, 938, 958]"
"[308, 354]","[868, 1044]"
[389],"[831, 857, 944, 958, 1032, 1039]"
[130],"[417, 418, 456, 599, 602, 620, 813, 831, 846, 907, 932, 936, 987, 1049, 1056, 1067, 1078]"
[389],"[805, 815, 936, 942, 964, 987, 1049, 1056, 1119, 1159]"
[377],"[499, 623, 646, 799, 1049, 1081]"
[367],"[602, 831, 834, 835, 964, 1045, 1049, 1089, 1189]"
[322],"[813, 832, 884, 1018, 1045]"
[363],"[586, 639, 875, 877, 880, 888, 1000, 1001]"
[306],"[691, 815, 936, 1056, 1089]"
"[306, 367]","[602, 691, 1056]"
[221],"[831, 839, 936, 1023, 1072]"
[276],"[839, 1023]"
[210],[927]
[217],"[907, 979, 987, 1049, 1090, 1095]"
[286],"[826, 828, 829, 832, 888, 1016, 1027, 1049]"
[266],"[923, 1004, 1097]"
[80],[939]
[382],"[499, 511, 730, 931, 936, 938, 939, 964, 1031, 1049, 1066]"
"[80, 308]","[499, 937, 939, 964, 1049]"
[299],"[662, 938, 964, 1030, 1126]"
"[80, 382]","[548, 820, 922, 937, 938, 939, 964, 1049, 1119, 1132]"
[14],"[894, 937, 939, 1031, 1049, 1119]"
[382],"[499, 893, 938, 939, 1119]"
[274],"[548, 909, 942, 995, 1031, 1067, 1167]"
[274],"[936, 1023]"
"[290, 306, 313]","[1049, 1056]"
"[306, 308]",[1056]
[363],"[969, 987, 1049, 1067, 1119]"
[314],"[862, 865, 898, 986, 994, 995]"
"[135, 202]","[826, 1023, 1049, 1095]"
[276],"[831, 1049]"
[306],"[818, 1049, 1165]"
[89],"[987, 995, 1049, 1119]"
"[306, 367]","[438, 831, 832, 834, 882, 894, 936, 987, 1049, 1056]"
[197],"[662, 1023, 1090]"
[197],"[857, 928]"
[266],"[923, 1004, 1097]"
[299],"[662, 1087]"
[299],"[662, 938, 964, 1030, 1126]"
[367],[1054]
[325],"[987, 1147]"
[212],"[574, 816, 890, 915, 1001, 1023, 1045, 1049, 1067]"
"[372, 383]","[499, 637, 655, 815, 827, 828, 832, 936, 965, 1017, 1031, 1042, 1043, 1045]"
[204],"[817, 819, 914, 1030, 1049, 1067]"
"[236, 300, 346]","[519, 817, 819, 914, 994, 1045, 1049, 1067, 1159]"
[175],"[515, 834, 936, 937, 965, 1119, 1132]"
"[257, 266, 383]","[552, 623, 648, 818, 839, 849, 850, 908, 1043, 1048, 1052, 1067, 1078]"
"[164, 193]","[463, 521, 586, 936, 942, 1119, 1189]"
[363],"[834, 894, 942, 1023, 1031, 1054, 1067, 1189]"
[262],"[608, 862, 865, 942, 943]"
[274],"[666, 777, 815, 942, 964, 1031, 1049, 1056, 1119, 1167, 1189]"
[363],"[909, 942, 995, 1067]"
[147],"[815, 867, 936, 942, 1031, 1049, 1067, 1119, 1167]"
[147],"[840, 942, 1089, 1119]"
"[106, 211]","[805, 817, 831, 865, 953, 961, 1044, 1049, 1101]"
[367],"[540, 602, 691, 831, 865, 1044, 1163]"
[363],"[831, 995, 1023, 1049]"
[282],[865]
"[306, 369]","[805, 865, 907, 912, 954, 1044]"
[337],"[398, 448, 491, 510, 569, 911, 915, 934, 935, 965, 1041, 1072]"
[348],"[907, 908, 909, 910, 954, 987, 1042, 1043, 1049, 1052, 1067, 1095, 1098]"
